,text,label,pred_class,R
481,russia detains norwegian citizen over suspected spying,1,1,1.0
482, trump set up an alien crime hotline and it went exactly like you’re thinking right now (tweets),0,0,1.0
483,health industry breathes easier as post-obamacare path stabilizes,1,1,1.0
484,eu drone rules in balance as member states hold off endorsing deal,1,1,1.0
485,administrators face backlash after florida middle school organizes segregated field trip for blacks only,0,0,1.0
486, anne frank center savages spicer after he said hitler didn’t gas jews at ‘holocaust centers’ (tweets),0,0,1.0
487,"australia, nz officials discuss screening for manus refugees - nz pm",1,1,1.0
488,"obama blames “right wing” talk radio, fox news for angering “white people”…”anti-government” attitudes [video]",0,0,1.0
489,palestinians switch off christmas lights in bethlehem in anti-trump protest,1,1,1.0
490,police in germany begin raids on homes of facebook users who post “hate speech” against refugees,0,0,1.0
491,new bombshell report shows dnc emails were copied on east coast only 5 days before seth rich murder…disproves russian hacking theory,0,0,1.0
492,italy pm gentiloni to fly to u.s. to meet trump on april 20 - statement,1,1,1.0
493,breaking: dnc charwoman shouted down in chaos during opening remarks [video],0,0,1.0
494, ted cruz gets owned by his own harvard law professor: calls cruz clueless on constitution (video),0,0,1.0
495,twenty chinese uighurs use blankets to escape thai cell,1,1,1.0
496," trump embarrasses u.s., brags about election win in joint press conference with trudeau (video)",0,0,1.0
497,u.s. targets iraqis for deportation in wake of travel ban deal,1,1,1.0
498,cnn cancels popular dr drew show after he tells viewers he’s “gravely concerned ” about hillary’s health [video],0,0,1.0
499,watch trump crowd erupt: “we have no choice! complete shut down of muslims entering u.s.”,0,0,1.0
500,"dutch government: 2 dead, 43 wounded on saint martin",1,1,1.0
501,myanmar blames bangladesh for delaying accord on repatriating rohingya,1,1,1.0
502," jeb bush finally got the best of trump, until trump hushed him like a toddler (video)",0,0,1.0
503,whoa! bill o’reilly drops bombshell report about key accuser in sexual harassment case that could prove he was unjustly fired by fox news,0,0,1.0
504, scarborough shreds last bit of credibility by floating this insane obama conspiracy theory (video),0,0,1.0
505,republicans lack agreement on obamacare ahead of trump speech,1,1,1.0
506,eu braces for brexit talks collapse as may falters,1,1,1.0
507,“little” marco rubio grills trump’s secretary of state nominee like a chihuahua biting the ankles of andre the giant [video],0,0,1.0
508,pence's mission in europe: clarify trump's foreign policy vision,1,1,1.0
509,boom! these new poll numbers show clown news network failed to destroy trump,0,0,1.0
510,pentagon revises law of war manual after criticism of press treatment,1,1,1.0
511,breaking news: rand paul has “suspended” his campaign,0,0,1.0
512,finally! the 538 electoral college members cast ballots today…what you need to know about the process,0,0,1.0
513,exposing the shakespearean tragedy of the “russia hacking” hoax,0,0,1.0
514, donald trump doubles down on korea threat; says he wasn’t tough enough,0,0,1.0
515,poll shows virginia lawmaker jailed in sex scandal leading mayor's race,1,1,1.0
516,african-american museum grand opening irony: watch police violate rights of protester exposing hillary’s racist remarks,0,0,1.0
517," the pope gets visibly angry and scolds man, but for all the right reasons (video)",0,0,1.0
518,guatemala congress withdraws bill that cut anti-graft penalties,1,1,1.0
519,"story withdrawn: wealthy win in u.s. house tax bill, taxes rise for some - think tank",1,1,1.0
520,watch: top 5 videos the leftist media doesn’t want you to see of kid rock giving back to others,0,0,1.0
521,u.s. senate to hold hearing on republican healthcare proposal,1,1,1.0
522,daniel greenfield: why obama really spied on trump: ‘it’s not just ideology. it’s raw fear.’,0,0,1.0
523, trump nominated for nobel peace prize despite being most bigoted kid on playground,0,0,1.0
524, keith olbermann lashes out at trump for whining about leaks with one perfect tweet,0,0,1.0
525,"russian defense minister meets u.s. envoy to moscow, discuss security: tass",1,1,1.0
526,yemen war needs a political solution: u.s. defense secretary,1,1,1.0
527, trump’s rnc gift bags included disgusting fetus action figures (images),0,0,1.0
528, how female execs are striking back at pharma for using women as ‘eye candy’ (video),0,0,1.0
529,china foreign minister says wants to manage disputes with u.s.,1,1,1.0
530,zimbabwe voters need more time to register after turmoil: parties,1,1,1.0
531,watch: irrelevant dem political analyst james carville says trump’s mental state needs to be looked at because of his sentence structure,0,0,1.0
532,turkey says u.s. indictment of former minister amounts to 'coup attempt',1,1,1.0
533, north carolina’s religious freedom law is about to cost the state billions,0,0,1.0
534,trump's pick for national security adviser turns down offer: white house official,1,1,1.0
535,"watch: fraternity brothers build “make america great again” trump wall on private property…thug students tear it down, disregard first amendment right",0,0,1.0
536,polling safeguards stepped up after trump's 'rigged election' claim,1,1,1.0
537,ep #9: patrick henningsen live – ‘our western lands’ with guest doyel shamley,0,0,1.0
538,libyan coast guard rescues more than 250 migrants trying to reach italy,1,1,1.0
539,entitled irs ethics lawyer disbarred for ethics violations: “…reckless disregard for the truth”,0,0,1.0
540,british minister to be investigated over sexual harassment allegation,1,1,1.0
541,swedish mother kicks daughter out of her room to house refugee…refugee promptly sexually assaults 10 year old daughter,0,0,1.0
542,chicago deli owner says he was relieved to hear las vegas massacre happened at country music festival: “white people shooting white people isn’t terror … it’s community outreach”,0,0,1.0
543,“little” marco rubio grills trump’s secretary of state nominee like a chihuahua biting the ankles of andre the giant [video],0,0,1.0
544," snowflake trump actually screams at white house televisions, proving he is mentally unfit to be president",0,0,1.0
545,two new polls offer bad news for democrats….why washington post’s hit job on roy moore may have backfired,0,0,1.0
546,u.n. experts urge aung san suu kyi to meet persecuted rohingya,1,1,1.0
547, the fbi just announced the results of their investigation into hillary clinton,0,0,1.0
548, is gabby giffords being sued by her shooter? (images),0,0,1.0
549,papal official denies report sanders invited himself to vatican,1,1,1.0
550, trump jr. also met with ex-soviet intelligence officer to get dirt on hillary clinton,0,0,1.0
551,unreal! new york times blames conservatives for berkeley violence…watch this video for the truth! [video],0,0,1.0
552,watch: president trump calls out feds on overregulation: “it took only four years to build the golden gate bridge” [video],0,0,1.0
553," trump doubles down via the law, moves to protect white supremacists from law enforcement",0,0,1.0
554,"iran says warns off u.s. u2 spy plane, drone",1,1,1.0
555,trump says u.s. 'totally prepared' for military option in north korea,1,1,1.0
556,[video] above the law: hillary’s campaign van caught going 92 in a 65 mph zone,0,0,1.0
557,death panels? princeton professor wants to kill disabled babies and wants obamacare to pay for it,0,0,1.0
558,trump talks healthcare with republican critic on golf course,1,1,1.0
559,u.s. house democrats will introduce new version of senate russia bill,1,1,1.0
560,sarah sanders asked if trump visiting civil rights museum is ‘insulting’…she drops truth bomb [video],0,0,1.0
561, idiot donald trump jr. just released russian email chain — he’s toast (images),0,0,1.0
562,breaking bombshell: 27 yr old son of arkansas prostitute says bill clinton is his father…did hillary keep him away from bill? [video],0,0,1.0
563,"factbox: scaramucci's financial potpourri - baseball, movies, diet shakes",1,1,1.0
564, he ‘belongs in an institution’: james comey’s republican father rips trump,0,0,1.0
565,trump says he wants to cut navy submarines' price: fox news interview,1,1,1.0
566, twitter destroys trump after he whines that eric can’t sell access to his administration (tweets),0,0,1.0
567,"embroiled in controversies, trump seeks boost on foreign trip",1,1,1.0
568," michael moore goes off on trump’s speech, blasts him for this one sick moment (video)",0,0,1.0
569,"norway's merkel, erna solberg hopes to beat history in re-election bid",1,1,1.0
570,republican lawmakers shift to 'yes' on healthcare bill with changes,1,1,1.0
571," missouri republican calls getting pregnant the ‘silver lining’ of rape, pushes abortion ban",0,0,1.0
572,which one of these people tried to lecture the other on the constitution….guesses? [video],0,0,1.0
573,the list of 34 house republicans demanding permanent amnesty for obama’s daca “kids”,0,0,1.0
574,'no rules': russian activist's death a symbol of pre-election violence,1,1,1.0
575, new rnc hispanic outreach head’s humiliating first job is to delete all of her anti-trump tweets,0,0,1.0
576,u.s. government seeks comments for fuel-economy standards review,1,1,1.0
577, busted: trump’s rnc czar caught telling party officials that the donald is all an act,0,0,1.0
578,spanish court orders release on bail for catalan parliament speaker: el pais,1,1,1.0
579,u.s. special counsel's investigators met author of 'trump dossier': source,1,1,1.0
580,democrats get devastating news after spending $10.1 million to defeat roy moore in al senate race,0,0,1.0
581,missing: two file ‘boxes’ of clinton e-mails…evidence tampering?,0,0,1.0
582,can you guess the one thing majority of bernie sanders supporters have in common?,0,0,1.0
583, tony perkins: christians are living in ‘spiritual ghettos’ under left-wing rule (video),0,0,1.0
584,u.s. nuclear general says would resist 'illegal' trump strike order,1,1,1.0
585,krispy kreme worker refuses to serve cop: ” i don’t do the police”,0,0,1.0
586, casts of broadway’s ‘hamilton’ and ‘color purple’ give stunning musical tribute to fallen icon prince (video),0,0,1.0
587,charlie daniels rips hollywood on gun control efforts: “they don’t know anything about guns”,0,0,1.0
588,u.s. says working to cut off north korean remittances,1,1,1.0
589,north korea rejects direct talks with south korea in russia: ria,1,1,1.0
590, trump just said the most racist thing imaginable about latino immigrants,0,0,1.0
591,best explanation ever of why nfl chose “pop-stars” lady gaga and beyonce as america’s #superbowl half-time acts [video],0,0,1.0
592,zimbabweans pour onto harare streets in jubilation after mugabe resigns,1,1,1.0
593,u.s. announces near $700 million in humanitarian aid to syria,1,1,1.0
594,is washington post inciting violence against fox news’ hosts: “kill fox & friends before it’s too late”,0,0,1.0
595,senate republican leader says on path toward deal on government funding,1,1,1.0
596, al cop goes ballistic on fellow officer over records dispute (video),0,0,1.0
597,trump national security aide flynn resigns over russian contacts,1,1,1.0
598,u.s. congress to advance zika funding bill: sen. mcconnell,1,1,1.0
599,"for trump's defenders, white house turmoil is politics as usual",1,1,1.0
600, this texas pro-cop facebook page shared this racist image and it went viral (images),0,0,1.0
601,obama fights to keep radical agenda alive: asks crooked ag loretta lynch to find way to challenge supreme court decision that blocked his executive order amnesty scheme,0,0,1.0
602,woman introducing hillary refuses to say “one nation under god”…hillary laughs [video],0,0,1.0
603,"trump: cerberus ceo offered services, hopes he not needed for intel review",1,1,1.0
604,hillary appears wearing “anti-seizure” sunglasses (again) in memorial day parade,0,0,1.0
605,air traffic controllers end strike at new senegal airport,1,1,1.0
606,"exclusive: african leaders wanted mugabe, an ""embarrassment"", to go - zimbabwe intelligence",1,1,1.0
607, ben carson’s prepared hud testimony contained word-for-word plagiarism,0,0,1.0
608,germany's social democrats refuse to jump into bed with merkel quickly,1,1,1.0
609,democratic attorneys general seek to intervene in obamacare case,1,1,1.0
610,"xi, putin agree to 'appropriately deal' with n.korea nuclear test: xinhua",1,1,1.0
611,unreal! obama blames syrian civil war on climate change…mocks those who wear flag pins [video],0,0,1.0
612,breaking update on obama’s war on cops: ohio police officer murdered by thug “looking to kill an officer” [video],0,0,1.0
613, madeleine albright: trump needs to stay the f*ck away from kim jong un (video),0,0,1.0
614,tillerson says u.s. willing to talk to north korea without pre-condition,1,1,1.0
615, breaking: right wing supreme court justice found dead,0,0,1.0
616," the weather channel has responded to trump withdrawing us from the paris accord, and it is gold",0,0,1.0
617,"cnbc editor: media must remember readers are not ‘as ignorant, as stupid as we think they are’ [video]",0,0,1.0
618,egypt's sisi discusses repercussions of u.s. embassy decision with palestinian president abbas: presidency statement,1,1,1.0
619,britain sets monday as latest deadline for northern ireland political talks,1,1,1.0
620,trump's 'fire and fury' north korea remark surprised aides: officials,1,1,1.0
621,white house says tillerson still in charge at state department,1,1,1.0
622,watch hillary clinton go full on socialist…your hard earned money isn’t yours! [video],0,0,1.0
623, secret memo shows that every single congressman could be hit in russian investigation,0,0,1.0
624,key trump advisor: elton john will perform at inauguration for “first american president in us history that enters the white house with a pro-gay rights stance”,0,0,1.0
625,"trump, japan's abe to spend time at trump resort in fla. after meeting: white house",1,1,1.0
626,"cnn fake news vs real news: first images of abandoned terrorist facilities in east aleppo, not from cnn",0,0,1.0
627,lawless: muslim violence and refusal to assimilate in these european countries have lead to “sharia-law” no-go zones [video],0,0,1.0
628,compromise reached on massive u.s. defense bill,1,1,1.0
629,"after london setback, may wins brexit cheer in brussels",1,1,1.0
630, megyn kelly silences trump’s campaign manager as she pathetically attempts to defend sexism (video),0,0,1.0
631,coincidence? chobani scores major contract with mooch’s government controlled school lunch program after airing naked lesbian tv ad to 3% of population [video],0,0,1.0
632,"factbox: increase defense spending, lower individual tax rate. what a president kasich would do",1,1,1.0
633,#congressionalbaseballgame shooter identified: #jameshodgkinson twitter and facebook show loony leftist hate for trump,0,0,1.0
634,"obama’s final 6 months…racist, desperate, congressional black caucus plans gun-control antics on house floor: “be as disruptive as possible to speaker ryan”",0,0,1.0
635,trump administration vastly expands global anti-abortion policy,1,1,1.0
636,"breaking news: nypd cracking down on anti-trump terror groups…watch police arrest antifa terrorists for wearing masks, burning flags [video]",0,0,1.0
637,passing pension bill in 2018 would be hard: brazil minister,1,1,1.0
638,merkel wants progress in coalition talks in 10 days,1,1,1.0
639,bernie sanders could end up winning iowa,0,0,1.0
640, trump brags: black people are ‘gonna like me more than they like obama’ (video),0,0,1.0
641,"whoa! is rino senator mitch mcconnell behind roy moore “hit job”?…”i strongly, strongly suspect somebody out of the mcconnell camp planted the story”",0,0,1.0
642,"iran's rouhani says sochi summit 'right step, at right time' for syria",1,1,1.0
643,obama rallies obamacare troops at 'critical time' for program,1,1,1.0
644, nypd slaps trump down cold for trying to politicize them following dallas shooting,0,0,1.0
645, pro – clinton pac launches new website chronicling all of trump’s lies,0,0,1.0
646,"brexit 'no deal' is massively less probable after eu agreement, davis says",1,1,1.0
647,irish pm 'surprised' that agreed brexit border deal could not be concluded,1,1,1.0
648,"german trains collide near duesseldorf, several people injured",1,1,1.0
649,you wouldn’t allow someone to abuse your child…so why do we allow climate change radicals to target them?,0,0,1.0
650,"trump outlines plans for first day in office, meets with cabinet hopefuls",1,1,1.0
651, gop congressman defies trump with blistering attack on his voter fraud investigation (video),0,0,1.0
652,attack on trump: mitt romney just ‘awoke a sleeping giant’,0,0,1.0
653,update: trump aide victim of fake news…was not tossed from the white house [video],0,0,1.0
654,new york governor calls for amending state constitution for abortion rights,1,1,1.0
655, ‘#1 in bigotry’: twitter eviscerates mississippi gov. over anti-gay law,0,0,1.0
656,"obama’s backdoor gun confiscation: 260,000 veterans stripped of second amendment rights",0,0,1.0
657, the children of christian fundamentalists are dying because their parents think only god can cure their illnesses (video),0,0,1.0
658," obama does not hold back, blasts ‘sheepish’ republicans on scotus obstruction",0,0,1.0
659,house intelligence chairman: no benefit in opening new russia hack probe,1,1,1.0
660,venezuela's maduro approval rises to 23 percent after trump sanctions: poll,1,1,1.0
661,u.s. jurors hear closing arguments over iran-linked office tower,1,1,1.0
662,mayoral candidate in die-hard democrat city may prove that 2016 trump win was just the beginning of the end for democrats,0,0,1.0
663, report: donald trump tried to back out of pence announcement,0,0,1.0
664,the horrible end game: bernie sanders calls for socialized medicine aka single-payer healthcare [video],0,0,1.0
665,trump's shifting positions since u.s. election win,1,1,1.0
666,ousted catalan leader says will not return to spain to testify,1,1,1.0
667," even after charlottesville, if you hit protesters with a car, republicans want to protect you",0,0,1.0
668,gunmen assassinate mayor of libya's biggest port city,1,1,1.0
669, oops: trump judicial nominee didn’t tell congress about marriage to white house attorney,0,0,1.0
670,new york protesters camp out at goldman sachs to oppose trump,1,1,1.0
671,"clinton, trump draw battle lines for ill-tempered campaign fight",1,1,1.0
672,how colleges are destroying free speech: “emergency counseling sessions” offered after “trump” word was written on sidewalk in chalk,0,0,1.0
673,mexico says cancelling trump summit would fuel uncertainty,1,1,1.0
674, trump supporter: fire all the ‘hibi-jabis’ from the tsa (video),0,0,1.0
675, one person on hillary’s shortlist for vp was just removed from dnc speaker schedule,0,0,1.0
676,judge napolitano on bombshell that intel isn’t telling trump information: “there’s only one president” [video],0,0,1.0
677,"us admits not targeting al nusra, then blames moscow for separating ‘moderates’ from terrorists",0,0,1.0
678,"in beijing, trump presses china on north korea and trade",1,1,1.0
679,air strikes kill 29 in market in northern syria: monitoring group,1,1,1.0
680, watch white trump thugs manhandle black protesters as candidate drones on (video),0,0,1.0
681,"realist perspective: president trump, how & why…",0,0,1.0
682,trump expected to endorse ryan for re-election later on friday: fox news,1,1,1.0
683,italian parliament votes to toughen laws against fascist propaganda,1,1,1.0
684,"children, teenagers among wounded rohingya in crammed bangladesh hospital",1,1,1.0
685,u.s. raises protection of election systems against cyber attacks,1,1,1.0
686,u.s. commerce nominee ross calls china 'most protectionist' country,1,1,1.0
687,trump’s new epa transition team draws from oil industry groups,1,1,1.0
688,bill clinton loses it with heckler in finger-pointing rant: “i defended obama…” [video],0,0,1.0
689,obama signs star wars ii defense bill: hypocrisy of blaming trump for “arms race”,0,0,1.0
690,nigeria's buhari urges calm after herdsmen kill 19 in central plateau state,1,1,1.0
691, roads melt as record-shattering temperatures hit india (video),0,0,1.0
692,post-election conundrum awaits germany's merkel,1,1,1.0
693,"trump's rigged election comments a 'gift to dictators', say africans",1,1,1.0
694,breaking: gop house chooses more of the same…pro-immigration ryan wins speaker reelection [video],0,0,1.0
695,thai tour guide arrested for inappropriate behavior at buddhist temple,1,1,1.0
696,kurdish-led syrian groups plan to attend sochi talks: officials,1,1,1.0
697,jordan's king warns trump over moving u.s. embassy to jerusalem: palace,1,1,1.0
698,turkey blocks access from northern iraq at habur border gate: ntv,1,1,1.0
699,"crazy like a fox: joe biden announces $2.45 billion dollar “loan” to money-sucking amtrak…no, we’re not kidding!",0,0,1.0
700, united just took a disgusting step to smear the victim at the heart of viral pr disaster,0,0,1.0
701," white supremacist conservatives cheer ‘hail trump, hail victory,’ perform nazi salute",0,0,1.0
702,trump wants moderator free debate with hillary,0,0,1.0
703,tunisia parliament approves controversial amnesty for ben ali-era corruption,1,1,1.0
704,house leader: 'very difficult' to speed up end to medicaid expansion,1,1,1.0
705,"indonesia police detain 51 men in jakarta ""gay spa"" raid",1,1,1.0
706, democrats are spending millions to destroy trump with these 2 ads (video),0,0,1.0
707,"indian journalists, activists protest murder of newspaper publisher",1,1,1.0
708,breaking: obama just turned internet over to international body with no congressional approval…4 ag’s from these states are fighting back!,0,0,1.0
709,myanmar urges rohingya muslims to help hunt insurgents amid deadly violence,1,1,1.0
710,market crash! obama’s speech 3 days ago: “anyone claiming that america’s economy is in decline is lying” [video],0,0,1.0
711,u.s. lawmakers may change september 11 law after rejecting veto,1,1,1.0
712,lol! hillary accidentally calls trump her “husband” [video],0,0,1.0
713,day 2 results of wisconsin recount are in…and hillary’s not gonna like it,0,0,1.0
714, hillary clinton just tossed charles koch a huge f*ck you after kinda-sorta-endorsement (screenshots),0,0,1.0
715,wine sipping city attorney caught on camera taking photos of accomplice spray painting “f*ck trump” on upscale storefront [video],0,0,1.0
716,senate democrats vow to fight drilling in alaska reserve,1,1,1.0
717,watch: msnbc’s hate-filled liberal host chris matthews makes joke about president trump assassinating his son-in-law…no media outrage,0,0,1.0
718,clinton targets young voters with new fundraising group,1,1,1.0
719, great britain’s government just issued an epic f**k you to trump (details),0,0,1.0
720,"house, senate republicans face challenge over corporate amt tax",1,1,1.0
721,u.s. congressional panels spar over 'trump dossier' on russia contacts,1,1,1.0
722,missouri governor calls special session on abortion,1,1,1.0
723, it only takes chris hayes one tweet to completely shatter gop’s major anti-hillary talking point,0,0,1.0
724,tucker and gutfeld’s hilarious take on miley cyrus crying over ‘thank you hillary’ note: ‘they shouldn’t be treating her like mrs. claus’ [video],0,0,1.0
725, stephen king blasts republicans cozying up to putin since he hacked the election for them (tweets),0,0,1.0
726,senate sets wednesday vote on obama veto of saudi september 11 bill,1,1,1.0
727,"u.s. senator mccain opposes obamacare repeal bill, a possible fatal blow",1,1,1.0
728,"after macron meeting, hariri says will clarify position in lebanon",1,1,1.0
729,federal judge rules ohio can purge inactive voters,1,1,1.0
730,amazing! hollywood actor gives passionate rant on american patriotism: “we should all know a hell of a lot more than that” [video],0,0,1.0
731, watch kellyanne conway accuse democrats of ‘interfering with our democracy’ by opposing trump (video),0,0,1.0
732, right-wing extremist tries to repeat oklahoma city bombing as nazis terrorize charlottesville,0,0,1.0
733,turkey says german foreign minister's remarks on arms sales inappropriate,1,1,1.0
734,turkey chides arabs for 'weak' reaction ahead of jerusalem summit,1,1,1.0
735, four-year-old bursts into tears when she learns obama is leaving office (video),0,0,1.0
736, rachel maddow obtains document that means very bad news for trump’s muslim ban,0,0,1.0
737,"eu should seek new deal with u.s., pm orban says",1,1,1.0
738, trump just accidentally gave america the greatest reason not to vote for him,0,0,1.0
739,former nfl player: ucla player’s dad said ‘dumbest thing’ [video],0,0,1.0
740,anti-trump protester’s x-rated comment angers msnbc anchor: “grow the hell up!”,0,0,1.0
741,kerry’s lunacy: ‘us would be justified shooting down unarmed russian jets’,0,0,1.0
742,trump signs order aimed at upgrading government cyber defenses,1,1,1.0
743,turkey's erdogan defends ottoman commander after uae minister retweets criticism,1,1,1.0
744,wow! hungary’s prime minister follows through on promise to build border wall…george soros will be furious when he sees the stunning number of illegal immigrants he’s kept out so far,0,0,1.0
745,trump administration will uphold election system's designation as critical infrastructure,1,1,1.0
746,turkey calls on citizens to leave northern iraq before flights suspended on friday,1,1,1.0
747,"dirty, violent, divided and corrupt: disgusted democrat exposes coordinated corruption, media disgusted by filth, horrible organization at dnc [video]",0,0,1.0
748,hillary 2016 fan james taylor: “every day that barack obama and michelle obama are in the white house is a day that i am thankful for”,0,0,1.0
749, american psychoanalytic association gives members permission to diagnose trump’s mental health,0,0,1.0
750,will vile leftists turn democrats away?…watch angry leftists openly bully americans engaged in peaceful prayer [video],0,0,1.0
751,obama administration reverses course on atlantic oil drilling,1,1,1.0
752,poll: trump in lead at 40.6 percent,1,1,1.0
753,german court rules “sharia police” patrolling city streets did not break law…insane video shows muslim men patrolling streets,0,0,1.0
754,not-so-slick willy: bill clinton tries to joke around about hillary’s e-mail scandal…not funny [video],0,0,1.0
755,hillary supporter brags about looting “white businesses” in milwaukee…honors hillary’s equal opportunity card…brings sister along [video],0,0,1.0
756, nba politely tells north carolina to f*ck right off over the ‘fix’ for their bathroom law,0,0,1.0
757, trump responds to elizabeth warren’s brutal tweets against him – fails miserably (video),0,0,1.0
758, armed white thugs hunt down black teen until he collapses and dies,0,0,1.0
759, hannity gets the ‘snowflake’ treatment after melting down over being mocked in satire piece,0,0,1.0
760,will sexting by anthony weiner finally bring down hillary clinton?,0,0,1.0
761,"watch: black lives matter thugs loot 7-eleven store after cop shootings…taunt, make obscene gestures at grieving dallas police officers",0,0,1.0
762,"the best of watters’ world: “if liberals are so creative, why can’t obama create jobs?”",0,0,1.0
763,megyn kelly continues her obsession with trump…angry he won’t apologize to hillary’s “khan man” [video],0,0,1.0
764,hillary’s anti-trump muslim dad claims terror has “nothing to do with islam”…tries to convince americans trump’s desire to protect us from terror is somehow evil [video],0,0,1.0
765,[video] shocking ‘silence of the lambs’ like interview with serial murderer,0,0,1.0
766,u.s. justice department not looking to charge journalists for leaks: official,1,1,1.0
767, ted cruz accepts endorsement of pastor who says god sent hitler to kill the jews (video),0,0,1.0
768,kremlin accuses west of 'whipping up hysteria' over russian war games,1,1,1.0
769,breaking: two russian navy spy ships operating off u.s. coast…white house computers are hacked by russians,0,0,1.0
770,watch: gay man and former liberal makes riveting youtube video urging americans to vote for trump: “muslim countries execute gays…that’s not radical…that’s common law”,0,0,1.0
771, trump finally watched alec baldwin mock his russia pee party on snl and went ballistic on twitter,0,0,1.0
772," papa john’s founder retires, figures out racism is bad for business",0,0,1.0
773,bloomberg looks west after bankrolling philadelphia soda tax win,1,1,1.0
774,the littlest marine describes meeting president trump at arlington: awesome! [video],0,0,1.0
775,shocker! bratty kid who said “screw our president!” is drew carey’s son! [video],0,0,1.0
776,u.s. obtained evidence after election that russia leaked emails: officials,1,1,1.0
777, heroic mom battling cancer caught on camera rescuing four boys from a cliff (images),0,0,1.0
778,collecting the money for the wall? mexico starts charging americans a fee to enter,0,0,1.0
779,actor rob lowe blasts greedy socialist bernie sanders,0,0,1.0
780,u.s. to disclose estimate of number of americans under surveillance,1,1,1.0
781,eastern europe's nationalists feel vindicated by german vote,1,1,1.0
782,democratic congressman schiff says trump-putin dinner talk 'deeply troubling',1,1,1.0
783,"palestinians resume security ties with israel, eye gaza enforcement",1,1,1.0
784, watch: donald trump fits in perfectly as villain on game of thrones mashup,0,0,1.0
785, trump just got ripped apart after demanding clinton apologize for fake thing she didn’t do (tweets),0,0,1.0
786,rudy giuliani just blew hillary’s phony “khantroversy” wide open…a rant the clinton camp won’t want americans to see [video],0,0,1.0
787,"trump proposes u.s. tax overhaul, stirs concerns on deficit",1,1,1.0
788, here’s the master list of reasons why trump would be the worst president ever (citations),0,0,1.0
789,syrian army takes last islamic state bastion in syria: army statement,1,1,1.0
790,"don’t believe the polls: massive silent majority avoid violence, vandalism, threats from left…will vote for trump [video]",0,0,1.0
791, watch: cnn host destroys trump campaign manager for denying trump acted as his own publicist,0,0,1.0
792," grab the popcorn, trump unloads on ted cruz: ‘nobody likes him’ (video)",0,0,1.0
793,iraq cabinet plans to cut kurdistan share in 2018 federal budget,1,1,1.0
794,brilliant! why “democratic” socialism doesn’t work [video],0,0,1.0
795,bizarre 2006 film starring former white house staffer omarosa surfaces with crazy plot around stealing donald trump’s hair,0,0,1.0
796," ag sessions persuaded trump to end daca, then race-baited his way through the speech that killed it",0,0,1.0
797,trump to say in security speech that china is competitor: officials,1,1,1.0
798, allen west tries to hide desire to exterminate muslims so he can get trump appointment,0,0,1.0
799,trump attack on lockheed martin foreshadows war on defense industry,1,1,1.0
800,moscow invites 33 syrian groups to november 18 peace congress in russia,1,1,1.0
801,surreal: lone venezuelan man plays violin amidst tear gas and molotov cocktails during riot [video],0,0,1.0
802,"no 'bespoke' brexit, transition means 'status quo': barnier",1,1,1.0
803,rachel maddow tries to embarrass trump by exposing 2005 tax returns…backfires big-time..gets destroyed on twitter!,0,0,1.0
804,two kosovo men plea guilty of plotting to attack israeli soccer team,1,1,1.0
805,not kidding: students are given counseling after seeing a “symbol of oppression” on student’s laptop,0,0,1.0
806,tokyo governor koike to challenge japanese pm abe with new party,1,1,1.0
807," republicans turn on trump, throw him under the bus for f*cking up health care plan (details)",0,0,1.0
808,senate judiciary democrat says panel should hold hearings for gorsuch,1,1,1.0
809, oops: ammosexual playing with gun during benghazi movie shoots woman (video),0,0,1.0
810,foul-mouthed model chrissy teigen blames president trump for mental and physical breakdown…makes hilarious demands of him [video],0,0,1.0
811, bill maher crushes sarah palin for blaming obama for her bad parenting skills (video),0,0,1.0
812,muslim refugees go on hunger strike: demand $2000 euros per month…what they do next is more outrageous…,0,0,1.0
813,"under trump, future of u.s. nuclear arsenal slowly taking shape",1,1,1.0
814,czech election front-runner likely to put stamp on state-owned cez,1,1,1.0
815,"bus plunges into river in nepal, killing at least 31",1,1,1.0
816,russian bank veb says executives had talks with trump son-in-law,1,1,1.0
817," republican lawmakers helped orchestrate the bundy standoff, wanted war with feds (audio)",0,0,1.0
818,canadian groups seek to overturn quebec ban on muslim veil,1,1,1.0
819, watch: s.e. cupp destroys trump adviser’s ‘fantasy’ that women support donald trump,0,0,1.0
820,"spanish pm, in catalonia, calls for big turnout at december election",1,1,1.0
821, trump official gets asked a simple question about global warming. her response is unbelievable. (video),0,0,1.0
822,ouch! the left’s “other woman” just landed a direct hit on hillary…and she is spot on!,0,0,1.0
823,"eu threatens hungary, poland with fines if refuse refugees",1,1,1.0
824,breaking: putin tramples obama’s imaginary red line with airstrikes in syria,0,0,1.0
825," spicer wears national symbol of ‘distress’ on his lapel during briefing, internet has field day",0,0,1.0
826,putin to meet erdogan in ankara on sept 28: kremlin,1,1,1.0
827,germany's merkel says paris climate accord is an 'essential' pact,1,1,1.0
828,stunning: hillary’s own numbers show her tax hike proposals will cost american workers additional $1 trillion,0,0,1.0
829,mexican governor requests leave to run for president,1,1,1.0
830, this nra radio host just likened dems fighting for gun safety laws to ‘criminals and terrorists’ (video),0,0,1.0
831,"zimbabwe's mugabe is gone, but political kow-towing still abounds",1,1,1.0
832,india presses on with myanmar defense supplies in show of support,1,1,1.0
833,spain 2018 economic growth forecast at risk due to catalonia: deputy pm,1,1,1.0
834,vatican worried about trump immigration order,1,1,1.0
835,"u.n. to vote on rival u.s., russia bids to renew syria inquiry",1,1,1.0
